annotation_order,item_id,subject,source,A_semantic_fidelity,A_answer_preservation,A_tunisian_authenticity,A_msa_moroccan_interference,A_orthographic_naturalness,A_cultural_validity,A_verdict,A_origin,A_corrected_derja,B_semantic_fidelity,B_answer_preservation,B_tunisian_authenticity,B_msa_moroccan_interference,B_orthographic_naturalness,B_cultural_validity,B_verdict,B_origin,final_verdict,final_origin,adjudicated
152,professional_law::847,professional_law,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"طالبة جامعية، مواطنة الولاية أ، تظن اللي جامعتها خرقت القانون الفيدرالي كي حيّدت تمويل فريق الكرة الطايرة النسائي. رفعت دعوى ضد الجامعة، اللي هي شركة غير ربحية موجودة ومسجلة في الولاية ب، وضد المدير الرياضي متاع الجامعة، اللي هو مواطن الولاية ب، في المحكمة الفيدرالية في الولاية ب. شنوّة أحسن طريقة باش تبلّغ المدّعى عليهم؟|||1. التبليغ كيف ما تطلبو قواعد الإجراءات المدنية متاع الولاية ب.
2. التبليغ عن طريق عدل تنفيذ يخلي نسخ من الاستدعاء والشكاية عند السكرتيرات في مكاتب المدير الرياضي ورئيس الجامعة.
3. التبليغ عن طريق إرسال نسخ من الاستدعاء والشكاية بالإيميل للمدير الرياضي ورئيس الجامعة.
4. التبليغ من طرف الطالبة بنفسها للمدير الرياضي ورئيس الجامعة.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
153,history::901,history,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
154,math::75,math,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,واحد من الأعداد هاذم يقبل القسمة على 3 بلا باقي: .......,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
155,social_science::168,social_science,arabic_mmlu,1,0,1,1,1,1,DISCARD,SOURCE,,1,1,0,0,1,1,FIXABLE,TRANSLATION,DISCARD,SOURCE,True
156,biology::447,biology,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,الحمض الدهني اللي يعتبر المكوّن الأساسي متاع زيت الزيتونة يتسمى:,1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
157,security_studies::87,security_studies,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"شنوّة هي العلاقة بين الثقافة والبناء الاجتماعي؟|||1. كل اللي تحت.
2. الثقافة هي نتيجة الهوية والتفاعل المشترك، ورغم اللي هي مهمة باش نفهموا ديناميكيات الهوية الاجتماعية، أما استعمالها الواسع في الدراسات الأمنية يتناقش فيه برشا.
3. البناء الاجتماعي ما يعتبرش الثقافة حاجة مهمة للدراسة، ويركّز على الجوانب الفردية متاع الهوية كيما المصالح الشخصية والطموح.
4. الثقافة تتعتبر عموما مجموعة ممارسات تعطي معنى للتجارب والأفعال المشتركة؛ تنجّم تأثر على كيفاش الدول تشوف الأمن، وهي أساسية في بناء القيم والقواعد اللي تشكّل الهوية.",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
158,security_studies::24,security_studies,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"كيفاش تتكمّل عملية الأمننة؟|||1. عملية الأمننة هي وقتلّي قضية ما كانتش في المجال السياسي تولّي سياسية وتتدبّر في النظام السياسي. القضية اللي تأمننت تولّي جزء من السياسة العامة اللي تحتاج تدخل الحكومة: اتخاذ القرارات، توزيع الموارد وحتى الحوكمة الجماعية.
2. الفاعل اللي يأمنن ينجّم يدافع على أمننة قضية وقتلّي تكون خارج المجال السياسي. التهديد الوجودي ينجّم يتحول لموضوع يهم الدولة حتى إذا ما كانش في النقاش العام. الأمننة تشير للاعتراف بالتهديد قبل ما يظهر في العملية السياسية.
3. الأمننة تشير لنقل القضايا من حالة سياسية لحالة سياسية أعلى فوق المجال السياسي العادي متاع صنع القرار. وقتلّي تتحط فوق المجال السياسي ما تنجّمش ترجع للمجال العام، خاطر ولّت مصلحة دولة فوق الإجراءات العادية.
4. قضية تنجّم تتأمنن، يعني تتصور كمسألة أمنية، وقتلّي تنتقل من المجال السياسي للمجال الأمني. خلال عملية الأمننة، الفاعل (ولاّ الفاعلين) اللي يأمننوا يستعملوا الخطاب باش يقنعوا الجمهور اللي القضية المطروحة عاجلة وذات أولوية، وأنها تشكّل تهديد وجودي لحاجة معينة.",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
159,arabic_language_(grammar)::302,arabic_language_(grammar),arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,"شنوّة من التكملات هاذي هي الصحيحة في بلاصة [فراغ]؟
البنات يدرس[فراغ] اللغة العربية.",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
160,arabic_language_(general)::88,arabic_language_(general),arabic_mmlu,1,0,0,0,0,1,FIXABLE,TRANSLATION,"اقرا النص القصير التالي واختار الجواب المناسب للـ[فراغ] اللي يكمّل الجملة بشكل صحيح:
الراجل يحكي طول الوقت [فراغ] السياسة والرياضة.|||1. في
2. ل
3. مع
4. ل",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
161,driving_test::518,driving_test,arabic_mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"ما تنجّمش تسوق في الطريق كان:|||1. كي توصل لثمنطاش سنة
2. كي تتأكد اللي تعرف تسوق مليح
3. بالحصول على تصريح ولاّ بيرمي",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
162,general_knowledge::501,general_knowledge,arabic_mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
163,high_school_world_history::215,high_school_world_history,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"السؤال هذا يتعلّق بالمعلومات التالية.
""في الحقيقة، كيما تتفق فتاوى العلماء المشهورين اللي يبنيوا رأيهم على العقل والنقل، وبإجماع أهل السنة، الواجب القديم متاع القضاء على البدع وطردها لازم يكون هو هدف طموحنا العالي، لأن 'الغيرة الدينية نصر لدين الله الرحمن'. إذن، ووفقا لكلام النبي (عليه الصلاة والسلام) 'من أحدث في أمرنا هذا ما ليس منه فهو رد' و'من عمل عملا ليس عليه أمرنا فهو رد'، ولّى العمل ضروري وملح...""
رسالة من السلطان العثماني سليم الأول للشاه الصفوي إسماعيل الأول، 1514
الصفويين جلبوا غضب الإمبراطوريات الإسلامية كيما الإمبراطورية العثمانية والإمبراطورية المغولية بشكل أساسي على خاطر الصفويين:|||1. كانوا إمبراطورية توسعية موجودة جغرافيا بين زوز إمبراطوريات توسعية أخرى
2. رفضوا المبادئ الأساسية متاع الإسلام
3. استعبدوا المسيحيين وحوّلوهم لمقاتلين صفويين
4. إسماعيل أعلن روحو خليفة",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
164,natural_science::395,natural_science,arabic_mmlu,1,1,1,1,0,1,FIXABLE,TRANSLATION,اناهي مرحلة تعتبر الأطول في دورة حياة الإنسان؟,1,1,1,1,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
165,high_school_european_history::3,high_school_european_history,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"السؤال هذا يتعلّق بالمعلومات التالية.
""بعد ما تجمعوا العبيد الكل وتعلّم عليهم بالحرف G، خُمس الإمبراطور وخُمس كورتيس تخصموا قبل ما نعرفوا. وزيادة على هذا، في الليلة اللي قبل، أحسن النساء الهنديات تخبّاوا في السر، حتى كي جا وقت القسمة بيناتنا أحنا العساكر، ما لقينا كان العجايز والقباح... عسكري آخر سأل كورتيس إذا كان تقسيم الذهب اللي عملو في المكسيك موش كافي، خاطر في الأول كان يحكي على 300,000 بيزو، أما كي اضطرينا نخرجوا من المدينة، تقدّرت بـ700,000 بيزو. وتوّا باش يحرم العسكري المسكين اللي عانى برشا وتجرح مرات كثيرة من المكافأة الصغيرة هاذي، وما باش يخليه حتى ياخذ هندية مزيانة تكون معاه...
[من بعد]، كي عرف كورتيس اللي مازال برشا من سبايك الذهب عند الرجال، والقمار قاعد قوي (خاطر كيما يقولوا: الذهب والحب ما يتخبّاوش برشا)، أعلن، تحت التهديد بعقاب قاسي، اللي كل واحد لازمو يجيب الذهب اللي خذاه في ليلة الانسحاب متاعنا، والثلث منو باش يرجعلو. وشكون ما يدفعش، باش يتاخذلو الكل. برشا من رجالنا رفضوا نهائيا، أما كورتيس نجح باش يخرّج منهم برشا تحت ذريعة القرض...""
مذكرات الفاتح برنال دياز ديل كاستيو، 1568
بعد ما رجعت حملة كورتيس، شنوّة من النتائج هاذي كانت بسبب الأفعال المذكورة في المذكرات؟|||1. دولة سياسية لامركزية
2. قطاع فلاحي متقوّي
3. ارتفاع في نسبة التضخم
4. قلة التسامح مع اليهود والمسلمين",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
166,philosophy_ar::38,philosophy_ar,arabic_mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"يقول ""ريوال"": ""الحوادث تتقدم للفكر بلا رابطة حتى يجي الفكر المبدع"". القول هذا يشير اللي التفكير الإنساني:|||1. إدراك للقوانين العامة.
2. يجسّد السمات الشخصية متاع الفرد.
3. تعبير لفظي رمزي.
4. مرتبط بالنشاط العملي.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
167,high_school_statistics::35,high_school_statistics,mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"دراسة تعملت باش تشوف إذا كثرة ساعات القراية تأدي لتسجيل نقاط أكثر عند لاعبي كرة السلة. في مسح شمل 50 لاعب، لاحظوا اللي الـ25 اللي قالوا اللي يقراوا برشا عندهم معدل نقاط أعلى من الـ25 اللي يقراوا أقل. على أساس الدراسة هاذي، بدا المدرب يطلب من اللاعبين يزيدوا في وقت القراية. شنوّة من الجمل هاذي هي الصحيحة؟|||1. رغم اللي الدراسة هاذي يمكن فيها غلطات، أما تثبت السببية.
2. يمكن يكون فما متغير مشوّش مسؤول على العلاقة الظاهرة هاذي.
3. رغم اللي هاذي تجربة مضبوطة، قرار المدرب موش مبرر.
4. باش نخلّيوا الرياضيين يقراوا أكثر، الأحسن نخلّيوهم يزيدوا في التمارين في الميدان باش يرفعوا معدل نقاطهم، خاطر يبان اللي معدل النقاط العالي مرتبط بوقت قراية أكثر.",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
168,geography::357,geography,arabic_mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"من مقومات السياحة البيئية:|||1. القدرة على تقديم الخدمات للسياح مع الحفاظ على التوازن البيئي
2. يساهم في زيادة العملة الصعبة للدولة
3. المحافظة على العناصر الرئيسية متاع البيئة
4. تخفيف الضغط على الأنظمة البيئية في الأماكن السياحية",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
169,islamic_studies::2029,islamic_studies,arabic_mmlu,1,1,0,0,1,1,FIXABLE,TRANSLATION,"اناهي وحدة من هاذي ركن من أركان الصلاة؟|||1. الحركة الكثيرة بالعمد
2. الكلام في الصلاة
3. الضحك
4. ستر العورة",1,1,1,1,1,1,OK,,FIXABLE,TRANSLATION,True
170,geography::1327,geography,arabic_mmlu,1,1,1,0,1,1,FIXABLE,TRANSLATION,المنطقة اللي تفصل بين زوز كتل هوائية مختلفين في خصائصهم من حيث درجة الحرارة ونسبة الرطوبة والضغط الجوي:,1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
171,global_facts::16,global_facts,mmlu,1,1,1,1,1,1,OK,,,1,1,1,1,1,1,OK,,OK,,False
172,logical_fallacies::114,logical_fallacies,mmlu,1,1,1,0,0,1,FIXABLE,TRANSLATION,"مغالطة التركيب هي:|||1. إعطاء سبب بسيط لحدث معين في حين السبب أكثر تعقيد
2. الادعاء اللي الصحيح على جزء من حاجة لازم يكون صحيح على الحاجة الكل
3. الوصول لنتيجة بلا ما تكون فما دلائل كافية تدعمها
4. الوصول لنتيجة على أساس علامات في حين ما فماش علاقة مباشرة بين العلامة المزعومة وموضوع النتيجة",1,1,0,0,1,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
173,professional_law::38,professional_law,mmlu,1,1,0,0,0,1,FIXABLE,TRANSLATION,"شركة أسانسورات ركّبت أسانسير في عمارة. حسب العقد مع مول العمارة، وافقت الشركة باش تعمل فحص شهري للأسانسير وتصلّح أي عطب ضروري. الأسانسير تركّب في العمارة في جانفي. في العشرة أشهر اللي جاو، عملت الشركة الفحص بانتظام. أما من نوفمبر، بدات الشركة عندها مشاكل مع موظفيها وما بعثتش المفتشين لمدة ثلاثة أشهر متتالية. في 20 فيفري، مشات مرا تزور صاحبتها اللي ساكنة في الطابق 20 في العمارة. استعملت المرا الأنترفون باش تعيّط لصاحبتها، وهاذي حلّتلها الباب باش تدخل للعمارة. مشات المرا للأسانسير. كي تحلوا البيبان، كانوا فيه برشا ناس، على ما يبان دخلوا من الباركينغ تحت العمارة. واحد من الناس اللي في الأسانسير كان راجل يبان عليه مقلق وخايف. في الطابق 12، ما بقاوش كان 4، منهم المرا والراجل. في الطابق هذا خرجوا الزوز الآخرين، وبقات المرا بوحدها مع الراجل في الأسانسير. خافت المرا كي لقات روحها بوحدها مع الغريب المشبوه هذا، ودزّت على زر الطابق 13، تحب تخرج وتلقى ناس آخرين في الطابق هذاكة. للأسف، توقف الأسانسير بين الطابق 12 و13. خوف المرا كان في محلو: الراجل هجم عليها فجأة وحاول ينزعلها الساك. كي قاومتو، ضربها وطاحت مغمى عليها. كي فاقت، لقات روحها في السبيطار بارتجاج في المخ ورضوض متعددة في جسمها. من بعد عرفت اللي الأسانسير قعد واقف 50 دقيقة، ومن بعد طلع للطابق 20، وين لقاتها صاحبتها وهزّتها للسبيطار. بعد جمعتين، شدّ البوليس الراجل ولقاوا ساك المرا عندو. هاذي كانت أول مرة يصير فيها اعتداء في العمارة هاذي. الأسانسير توقف بسبب كابل معطوب كان ممكن يتكشف بفحص عادي. إذا رفعت المرا دعوى ضد مول العمارة على الإهمال، على الأرجح باش:|||1. تربح، خاطر كانت ضيفة عند ساكن في العمارة.
2. تربح، خاطر المالك باش يكون مسؤول على فشل الشركة في القيام بفحص الأسانسير.
3. ما تربحش، خاطر المرا كانت مهملة كي ما خرجتش من الأسانسير في الطابق 12 وقتلّي خرجوا الناس الآخرين.
4. ما تربحش، خاطر ما كانش ثمة اعتداءات سابقة في العمارة.",1,1,0,0,0,1,FIXABLE,TRANSLATION,FIXABLE,TRANSLATION,False
