annotation_order,item_id,subject,domain_group,source,question,context,choices,gold_answer_index,gold_answer_text
147,arabic_language_(general)::576,arabic_language_(general),language,arabic_mmlu,"قرا النص القصير التالي وختار الجواب المناسب ل [فيراغ] اللي غادي يكمل الجملة بشكل صحيح
 الضمير(ه) في الجملة ( أنزل الله الماء من السماء ؛ ليتطهر به الإنسان ) كيرجع ل [فيراغ].","الإسلام والطهارة
الإسلام كيدعي للنظافة والطهارة، قال الله تعالى: ﴿إن الله يحب التوابين ويحب المتطهرين﴾، وقال الرسول صلى الله عليه وسلم: (الطهور نص الإيمان)، والله نزل الماء من السما باش يتطهر بيه الإنسان قال تعالى: ﴿وينزل عليكم من السماء ما ليطهركم به﴾، والإسلام حث المسلم على نظافة جسمو وحوايجو ودارو والبيئة اللي كيعيش فييها. المسلم كيتوضأ في النهار خمس مرات للصلاة، قال الرسول صلى الله عليه وسلم: (ما كيقبلش الله صلاة بلا وضوء) ويتوضأ زاد باش يدير عبادات خرى كيف: قراية القرآن، والطواف حول الكعبة، وملي كيتوضأ الإنسان كيغسل وجهو ويديه ورجليه قال الله تعالى: ﴿يا أيها الذين آمنوا إذا قمتم إلى الصلاة فياغسلوا وجوهكم وأيديكم إلى المرافق وامسحوا برؤوسكم وأرجلكم إلى الكعبين﴾ الوضوء راه نظافة مستمرة للجسم كتكرر في النهار برشا وتنحي الوسخ. المسلم ما كيكتفيش غير بالوضوء، أما كيزيد عليه الغسل باش ينظف جسمو كامل، ويتغسل المسلم من الجنابة، ولصلاة الجمعة، ولصلاة العيد، قال رسول الله صلى الله عليه وسلم: (غسل نهار الجمعة واجب على كل بالغ)، والمرا كتغسل إيلا طهرات من الحيض ومن النفاس. والمسلم كيهتم بنظافة حوايجو كيف كيهتم بنظافة جسمو قال الله تعالى: ﴿وثيابك فيطهر﴾.",الإنسان ||| الله ||| السما ||| الماء,0,الإنسان
148,history::486,history,humanities/history,arabic_mmlu,من بنود المعاهدة الأردنية البريطانية الموقعة عليها عام 1928 م,,الاعتراف بتأسيس إمارة شرق الأردن ||| الإمارة الأردنية دولة عربية مستقلة عندها السيادة ||| الحكومة مسؤولة قدام البرلمان ||| إقرار نظام الحكم ملكي نيابي وراثي,0,الاعتراف بتأسيس إمارة شرق الأردن
149,high_school_government_and_politics::58,high_school_government_and_politics,professional/civic,mmlu,المحكمة العليا استعملات التعديل الرابع عشر باش تطبق أجزاء من وثيقة الحقوق على قانون الولاية من خلال الاستشهاد ب,,منع التفتيش والحجز الغير معقول ||| بند الإجراءات القانونية الواجبة ||| ضمان حقوق الخصوصية ||| إلغاء العبودية,1,بند الإجراءات القانونية الواجبة
150,sociology::8,sociology,humanities/history,mmlu,جماعة أمة الإسلام كانت كتجذب:,,الناس الي تولدو فيبريطانيا من أصول آسيوية ||| الأمريكان البيض الي بغاو يدخلو للإسلام ||| الأمريكان من أصل إفريقي الي حسو براسهم مقصيين من المجتمع الأمريكي ||| الناس من أصل كاريبي الي ساكنين فيوسط المدن وعندهم ثقافة شباب خاصة,2,الأمريكان من أصل إفريقي الي حسو براسهم مقصيين من المجتمع الأمريكي
151,law::222,law,professional/civic,arabic_mmlu,إلا ما تطلبش حضور أعضاء الحكومة وتاب الدولة ونواب كتاب الدولة. ولا ما تعطاش الإذن فييه راه الشهادة كيتلقاها كتابة فيدار الشاهد:,,الرئيس الأول متاع محكمة الاستئناف ||| قاضي كينتدبو إلا كان الشاهد ساكن برا نفوذ المحكمة ||| كيستعن الرئيس الأول ولا القاضي اللي تعين من عندو بكاتب الضبط ||| كتوجه المحكمة اللي تحالت عليها القضية ملخص متاع الوقائع والطلبات والأسئلة المطلوب أداء الشهادة فييهم ||| كل الأجوبة صحيحة,4,كل الأجوبة صحيحة
152,professional_law::847,professional_law,professional/civic,mmlu,واحد الطالبة جامعية، مواطنة متاع الدولة أ، كتظن بلي الجامعة متاعها خرقات القانون الفيدرالي ملي حيدات التمويل متاع فيريق الكرة الطائرة النسائي. درات دعوى ضد الجامعة، الي هي شركة غير ربحية موجودة ومسجلة في الدولة ب، وضد المدير الرياضي متاع الجامعة، الي هو مواطن متاع الدولة ب، في المحكمة الفيدرالية في الدولة ب. شنوّة هي أحسن طريقة باش تبلغ المدعى عليهم؟,,التبليغ كيفما كتطلب قوانين المسطرة المدنية متاع الدولة ب. ||| التبليغ عن طريق مبلغ قضائي الي كيخلي نسخ متاع الاستدعاء والشكاية عند السكرتيرات في المكاتب متاع المدير الرياضي ورئيس الجامعة. ||| التبليغ عن طريق إرسال نسخ متاع الاستدعاء والشكاية بالإيميل للمدير الرياضي ورئيس الجامعة. ||| التبليغ من طرف الطالبة بنفسها للمدير الرياضي ورئيس الجامعة.,0,التبليغ كيفما كتطلب قوانين المسطرة المدنية متاع الدولة ب.
153,history::901,history,humanities/history,arabic_mmlu,بموجب دستور 1947 ولا الملك رئيس متاع السلطة:,,التنفيذية والتشريعية ||| القضائية والتشريعية ||| القضائية ||| القضائية والتنفيذية,0,التنفيذية والتشريعية
154,math::75,math,STEM/health,arabic_mmlu,واحد من هاذا الأعداد كيقبل القسمة على 3 بلا باقي .......,,19 ||| 21 ||| 17,1,21
155,social_science::168,social_science,humanities/history,arabic_mmlu,صناعة البلاستيك في الوطن العربي كتنتمي للصناعات :-,,الهندسية ||| البترولية ||| المعدنية ||| النسيجية,3,النسيجية
156,biology::447,biology,STEM/health,arabic_mmlu,كيتسمى الحمض الدهني الي كيعتابر المكون الأساسي متاع زيت الزيتون ب,,الأوليك ||| البالمتيك ||| الغليسرين ||| الكوليسترول,0,الأوليك
157,security_studies::87,security_studies,professional/civic,mmlu,شنوّة هي العلاقة بين الثقافة والبناء الاجتماعي؟,, كل شي الي تحت. ||| الثقافة هي نتيجة الهوية والتفاعل المشترك، واخا هي مهمة باش نفهمو ديناميكيات الهوية الاجتماعية، أما استعمالها الواسع في الدراسات الأمنية كيتناقش برشا. ||| البناء الاجتماعي ما كيعتبرش الثقافة كحاجة مهمة للدراسة، ويركز على الجوانب الفردية متاع الهوية كيف المصالح الشخصية والطموح. ||| الثقافة كتعتبر عموما كمجموعة متاع الممارسات الي كتعطي معنى للتجارب والأفعال المشتركة؛ يمكن ليها تأثر على كيفاش الدول كيشوفو الأمن وهي أساسية فيبناء القيم والقواعد الي كتشكل الهوية.,3,الثقافة كتعتبر عموما كمجموعة متاع الممارسات الي كتعطي معنى للتجارب والأفعال المشتركة؛ يمكن ليها تأثر على كيفاش الدول كيشوفو الأمن وهي أساسية فيبناء القيم والقواعد الي كتشكل الهوية.
